Extended Connectivity FINGERPRINTS - size:576 - length:0 to 2 - bits per pattern:2 - count fragments - atom options:Atom type|Aromaticity|Connectivity (total)|Charge|Bond order
Molecule1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	1	0	1	0	0	1	1	1	0	0	1	1	0	1	1	0	0	0	0	0	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	0	1	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	1	0	0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	1	0	1	1	1	1	0	1	0	1	0	1	1	1	0	1	1	1	0	0	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	0	0	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	1	1	1	0	1	0	1	1	1	0	0	0	0	1	1	1	0	1	1	0	1	1	0	1	0	1	1	1	1	0	0	1	1	0	1	0	1	0	0	1	0	1	0	1	0	0	0	1	0	1	1	0	1	1	0	1	0	0	1	1	0	0	0	1	1	1	1	0	0	1	1	0	1	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	1	1	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	0	0	0	0	1	0	1	1	1	1	0	1	1	1	1	0	0	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	0	1	0	0	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	1	1	0	1	1	0	1	0	0	1	1	1	0	1	0	0	1	1	1	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	1	0	1	1	0	1	0	0	0	1	1	0	0	1	1	1	1	1	0	0	1	0	1	1	0	0	0	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	1	1	0	0	1	0	1	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0
Molecule2	0	0	0	1	0	0	0	1	1	1	1	0	1	1	0	0	1	0	1	0	0	0	0	0	1	1	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	1	1	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	1	1	0	0	0	1	0	1	0	1	1	0	0	0	0	1	0	1	0	1	0	0	1	0	1	1	0	0	1	0	1	0	1	1	1	0	0	1	0	1	1	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	1	0	1	0	0	0	0	1	0	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
Molecule3	1	0	0	0	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	0	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	1	1	0	0	1	0	1	1	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	1	1	1	0	1	0	1	0	0	0	1	0	1	0	1	1	0	0	0	1	0	1	0	1	1	0	0	1	1	1	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	1	0	1	0	1	0	0	1	1	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	0	1	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	1	1	1	1	0	1	0	0	0	1	1	0	1	0	1	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
Molecule4	0	0	0	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	1	1	0	1	1	0	1	1	1	1	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	1	0	1	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	1	0	1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	1	1	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	1	1	0	1	1	1	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	1	1	0	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	0	0	0	1	1	0	1	1	1	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	1	0	0	1	1	1	1	0	0	0	1	1	0	1	1	1	1	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Molecule5	0	1	0	1	1	0	1	1	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	1	1	1	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	0	0	1	1	1	1	1	0	1	1	0	1	1	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	1	1	1	0	0	0	0	0	1	1	0	1	0	1	1	1	0	1	0	1	0	1	1	0	0	0	1	0	1	1	1	0	0	1	0	0	0	1	1	0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	0	0	0	0	1	1	1	1	1	0	1	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	1	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	1	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	1	1	0	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	1	0	1	0	1	0	0	1	1	1	1	1	0	0	1	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	0	1	0	1	1	1	1	1	1	1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	1	1	0	1	0	0	1	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	1	1	0	0	0	1	1	1	1	1	1	0	1	1	0	0	1	1	0	1	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	1	1	0	1	1	1	1	0	0	1	0	0	1	0	1	1	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0
Molecule6	0	0	0	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	1	0	1	0	1	0	1	0	0	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	1	1	0	0	0	1	1	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	0	1	0	0	0	1	1	1	1	0	1	1	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	1	0	1	0	1	1	0	1	0	1	0	1	1	1	0	0	1	0	0	0	1	1	0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	0	0	0	0	0	1	1	1	1	0	1	0	1	0	0	0	1	1	0	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	1	0	1	0	1	1	1	0	0	0	0	1	1	1	0	0	1	0	1	1	0	0	0	0	1	1	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	1	1	1	1	0	0	1	1	0	1	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	1	1	0	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	1	0	1	0	1	0	1	1	0	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	1	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	1	1	0	1	0	0	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	1	1	1	1	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	0	0	1	0	1	1	1	0	0	1	0	1	1	0	0	0	1	0	1	1	1	1	0	1	0	0	0	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	1	1	0	1	1	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0
Molecule7	0	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	1	1	0	1	1	0	1	1	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	1	0	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	1	0	0	1	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	1	1	0	0	1	0	1	0	1	0	1	1	1	1	1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	0	1	1	0	0	0	1	0	1	1	1	1	0	1	0	0	0	1	1	0	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Molecule8	0	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	1	1	1	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	1	1	0	1	1	0	1	1	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	1	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	1	1	0	0	0	1	0	1	1	1	0	0	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	0	0	0	0	1	1	1	0	1	0	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1	1	1	1	1	0	0	1	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	1	1	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	1	0	1	0	1	0	1	1	0	1	1	1	0	1	0	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0	1	0	1	0	1	0	1	1	1	1	1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	1	1	0	0	0	1	0	1	1	1	1	0	1	1	0	0	1	1	0	1	0	1	1	0	0	0	0	1	1	1	0	1	0	0	1	0	1	0	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	0	1	0	0	1	0	0	1	0	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
Molecule9	1	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	1	0	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	1	0	0	1	0	1	1	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	1	1	0	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	1	0	1	0	0	0	1	1	0	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Molecule10	0	0	0	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	1	0	0	1	1	0	1	0	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	1	1	0	0	0	0	0	1	1	1	0	0	1	0	0	1	0	1	0	1	1	0	1	0	1	1	1	1	0	1	0	1	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	1	0	0	1	1	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	1	0	1	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	1	1	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	0	1	1	0	1	0	1	1	0	1	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	1	1	0	0	1	1	0	0	1	0	1	0	1	0	1	1	1	1	1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1	0	0	0	1	0	1	1	1	1	0	1	1	0	0	1	1	0	1	1	1	1	0	0	0	0	1	1	0	1	0	0	0	1	0	1	1	1	1	0	1	0	1	1	0	0	0	1	0	0	1	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
