,VOC,JSC,FF,PCE,Electrolyte,Molecule SMILE,Exposure time (h),Solar simulator at 1.5G (mW/cm2),Dye loading (nmol/cm2),Semiconductor Type,Semiconductor Film Thickness (um),Semiconductor Scattering Layer Thickness (um),Used Co-sensitizer,Used Co-adsorbent,Co-adsorbent type,Co-adsorbent Conc. (mM),Active area (cm2)
0,687.0,10.79,0.7,5.19,Iodide_Triiodide,N#C/C(=C\c1ccc(cc1)N(c1ccccc1)CCCCCCN1c2ccccc2Sc2c1ccc(c2)/C=C(/c1ccc(s1)/C=C(/C(=O)O)\C#N)\C#N)/c1ccc(s1)/C=C(/C(=O)O)\C#N,15.0,100.0,152.64,TiO2,12.0,0.0,0,0,None,0.0,0.25
1,790.0,6.9,0.47,2.6,Spiro-OMeTAD,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)/C=C/c1cc2ccc(cc2oc1=O)N(CC)CC)c1ccc(cc1)/C=C/c1cc2ccc(cc2oc1=O)N(CC)CC)/C(=O)O,5.0,100.0,152.64,TiO2,8.0,5.0,0,0,None,0.0,0.158
2,835.0,7.7,0.49,3.1,Spiro-OMeTAD,N#C/C(=C\c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)/C=C/c1cc2ccc(cc2oc1=O)N(CC)CC)c1ccc(cc1)/C=C/c1cc2ccc(cc2oc1=O)N(CC)CC)/C(=O)O,5.0,100.0,152.64,TiO2,8.0,5.0,0,0,None,0.0,0.158
3,800.0,6.4,0.43,2.2,Spiro-OMeTAD,CCN(c1ccc2c(c1)oc(=O)c(c2)/C=C/c1ccc(cc1)N(c1ccc(cc1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)/C=C/c1cc2ccc(cc2oc1=O)N(CC)CC)CC,5.0,100.0,152.64,TiO2,8.0,5.0,0,0,None,0.0,0.158
4,651.0,10.3,0.75,5.0,Iodide_Triiodide,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)/C=C/c1cc2ccc(cc2oc1=O)N(CC)CC)c1ccc(cc1)/C=C/c1cc2ccc(cc2oc1=O)N(CC)CC)/C(=O)O,5.0,100.0,152.64,TiO2,8.0,5.0,0,0,None,0.0,0.158
5,693.0,10.0,0.75,5.1,Iodide_Triiodide,N#C/C(=C\c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)/C=C/c1cc2ccc(cc2oc1=O)N(CC)CC)c1ccc(cc1)/C=C/c1cc2ccc(cc2oc1=O)N(CC)CC)/C(=O)O,5.0,100.0,152.64,TiO2,8.0,5.0,0,0,None,0.0,0.158
6,740.0,8.0,0.77,4.8,Iodide_Triiodide,CCN(c1ccc2c(c1)oc(=O)c(c2)/C=C/c1ccc(cc1)N(c1ccc(cc1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)/C=C/c1cc2ccc(cc2oc1=O)N(CC)CC)CC,5.0,100.0,152.64,TiO2,8.0,5.0,0,0,None,0.0,0.158
7,678.0,13.2,0.67,6.0,Iodide_Triiodide,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)/C=C/c1cc2ccc(cc2oc1=O)N(CC)CC)c1ccc(cc1)/C=C/c1cc2ccc(cc2oc1=O)N(CC)CC)/C(=O)O,5.0,100.0,152.64,TiO2,8.0,5.0,0,0,None,0.0,0.158
8,695.0,12.2,0.74,6.2,Iodide_Triiodide,N#C/C(=C\c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)/C=C/c1cc2ccc(cc2oc1=O)N(CC)CC)c1ccc(cc1)/C=C/c1cc2ccc(cc2oc1=O)N(CC)CC)/C(=O)O,5.0,100.0,152.64,TiO2,8.0,5.0,0,0,None,0.0,0.158
9,800.0,9.0,0.76,5.5,Iodide_Triiodide,CCN(c1ccc2c(c1)oc(=O)c(c2)/C=C/c1ccc(cc1)N(c1ccc(cc1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)/C=C/c1cc2ccc(cc2oc1=O)N(CC)CC)CC,5.0,100.0,152.64,TiO2,8.0,5.0,0,0,None,0.0,0.158
10,560.0,3.41,0.73,1.39,Iodide_Triiodide,CCN([C@@H]1C=Cc2c(C1)oc(=O)c(c2)c1ccc(cc1)c1ccc(s1)/C=C(/[C@H]1SC(=S)N(C1=O)CC(=O)O)\[C@H]1SC(=S)N(C1=O)CC(=O)O)CC,24.0,100.0,152.64,TiO2,12.0,0.0,0,0,None,0.0,0.16
11,660.0,7.72,0.71,3.62,Iodide_Triiodide,CCN(c1ccc2c(c1)oc(=O)c(c2)c1ccc(cc1)c1ccc(s1)C/C=C(\C(=O)O)/C#N)CC,24.0,100.0,152.64,TiO2,12.0,0.0,0,0,None,0.0,0.16
12,600.0,4.03,0.73,1.77,Iodide_Triiodide,CCN(c1ccc2c(c1)oc(=O)c(c2)c1ccc(cc1)c1ccc(cc1)/C=C(\[C@H]1SC(=S)N(C1=O)CC(=O)O)/[C@H]1SC(=S)N(C1=O)CC(=O)O)CC,24.0,100.0,152.64,TiO2,12.0,0.0,0,0,None,0.0,0.16
13,690.0,5.79,0.7,2.8,Iodide_Triiodide,CCN(c1ccc2c(c1)oc(=O)c(c2)c1ccc(cc1)c1ccc(cc1)/C=C(/C(=O)O)\C#N)CC,24.0,100.0,152.64,TiO2,12.0,0.0,0,0,None,0.0,0.16
14,580.0,3.33,0.73,1.41,Iodide_Triiodide,CCN(c1ccc2c(c1)oc(=O)c(c2)c1ccc(cc1)/C=C(\[C@H]1SC(=S)N(C1=O)C(=O)O)/[C@H]1SC(=S)N(C1=O)CC(=O)O)CC,24.0,100.0,152.64,TiO2,12.0,0.0,0,0,None,0.0,0.16
15,660.0,5.63,0.7,2.6,Iodide_Triiodide,CCN(c1ccc2c(c1)oc(=O)c(c2)c1ccc(cc1)/C=C(\C(=O)O)/C#N)CC,24.0,100.0,152.64,TiO2,12.0,0.0,0,0,None,0.0,0.16
16,380.0,4.5,0.63,1.1,Iodide_Triiodide,OC(=O)C[n+]1c(/C=C/c2cc3cc4c5c(c3oc2=O)C(C)(C)CCN5CCC4(C)C)sc2c1cccc2,12.0,100.0,152.64,TiO2,13.0,0.0,0,0,None,0.0,0.25
17,340.0,2.7,0.63,0.6,Iodide_Triiodide,OC(=O)c1ccc2c(c1)C(C)(C)C(=[N+]2C)/C=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C,12.0,100.0,152.64,TiO2,13.0,0.0,0,0,None,0.0,0.25
18,490.0,7.5,0.7,2.6,Iodide_Triiodide,OC(=O)CN1C(=S)S/C(=C/c2cc3cc4c5c(c3oc2=O)C(C)(C)CCN5CCC4(C)C)/C1=O,12.0,100.0,152.64,TiO2,13.0,0.0,0,0,None,0.0,0.25
19,480.0,12.8,0.6,3.7,Iodide_Triiodide,OC(=O)C(=C/C=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)C(=O)O,12.0,100.0,152.64,TiO2,13.0,0.0,0,0,None,0.0,0.25
20,470.0,15.1,0.5,3.5,Iodide_Triiodide,N#C/C(=C/C=C/C=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,12.0,100.0,152.64,TiO2,13.0,0.0,0,0,None,0.0,0.25
21,550.0,15.2,0.62,5.2,Iodide_Triiodide,N#C/C(=C/C=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,12.0,100.0,152.64,TiO2,13.0,0.0,0,0,None,0.0,0.25
22,530.0,13.2,0.67,4.7,Iodide_Triiodide,CCN(c1ccc2c(c1)oc(=O)c(c2)/C=C/C=C(\C(=O)O)/C#N)CC,12.0,100.0,152.64,TiO2,13.0,0.0,0,0,None,0.0,0.25
23,500.0,9.4,0.65,3.1,Iodide_Triiodide,N#C/C(=C\c1c(=O)oc2c(c1C(F)(F)F)cc1c3c2C(C)(C)CCN3CCC1(C)C)/C(=O)O,12.0,100.0,152.64,TiO2,13.0,0.0,0,0,None,0.0,0.25
24,500.0,12.9,0.64,4.1,Iodide_Triiodide,N#C/C(=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,12.0,100.0,152.64,TiO2,13.0,0.0,0,0,None,0.0,0.25
25,510.0,11.1,0.6,3.4,Iodide_Triiodide,OC(=O)/C=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C,12.0,100.0,152.64,TiO2,13.0,0.0,0,0,None,0.0,0.25
26,410.0,4.1,0.56,0.9,Iodide_Triiodide,OC(=O)c1cc2cc3CCCN4c3c(c2oc1=O)CCC4,12.0,100.0,152.64,TiO2,13.0,0.0,0,0,None,0.0,0.25
27,660.0,12.1,0.73,5.8,Iodide_Triiodide,N#C/C(=C\c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,12.0,100.0,152.64,TiO2,15.0,0.0,0,1,DCA,40.0,0.25
28,710.0,13.5,0.77,7.4,Iodide_Triiodide,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,12.0,100.0,152.64,TiO2,15.0,0.0,0,1,DCA,40.0,0.25
29,700.0,14.3,0.64,6.4,Iodide_Triiodide,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,12.0,100.0,152.64,TiO2,15.0,0.0,0,1,DCA,40.0,0.25
30,796.0,6.98,0.87,3.81,Iodide_Triiodide,CCCCn1c2ccc(cc2c2c1cccc2)c1ccc(c2c1nsn2)c1ccc(cc1)C=C(C1SC(=S)N(C1=O)CC(=O)O)C1SC(=S)N(C1=O)CC(=O)O,24.0,100.0,152.64,TiO2,10.0,0.0,0,0,None,0.0,0.16
31,470.0,17.1,0.45,3.6,Iodide_Triiodide,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,12.0,100.0,152.64,TiO2,15.0,0.0,0,0,None,0.0,0.25
32,450.0,13.7,0.5,3.1,Iodide_Triiodide,N#C/C(=C/C=C/C=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,12.0,100.0,152.64,TiO2,14.0,0.0,0,0,None,0.0,0.25
33,490.0,14.5,0.46,3.3,Iodide_Triiodide,N#C/C(=C/C=C/C=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,12.0,100.0,152.64,TiO2,14.0,0.0,0,1,DCA,5.0,0.25
34,510.0,14.6,0.51,3.8,Iodide_Triiodide,N#C/C(=C/C=C/C=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,12.0,100.0,152.64,TiO2,14.0,0.0,0,1,DCA,20.0,0.25
35,540.0,14.7,0.49,3.9,Iodide_Triiodide,N#C/C(=C/C=C/C=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,12.0,100.0,152.64,TiO2,14.0,0.0,0,1,DCA,40.0,0.25
36,420.0,15.3,0.44,2.8,Iodide_Triiodide,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,12.0,100.0,152.64,TiO2,14.0,0.0,0,0,None,0.0,0.25
37,460.0,16.2,0.44,3.3,Iodide_Triiodide,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,12.0,100.0,152.64,TiO2,14.0,0.0,0,1,DCA,20.0,0.25
38,490.0,16.9,0.47,3.9,Iodide_Triiodide,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,12.0,100.0,152.64,TiO2,14.0,0.0,0,1,DCA,50.0,0.25
39,490.0,16.6,0.49,4.0,Iodide_Triiodide,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,12.0,100.0,152.64,TiO2,14.0,0.0,0,1,DCA,70.0,0.25
40,660.0,15.6,0.7,7.2,Iodide_Triiodide,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,12.0,100.0,152.64,TiO2,14.0,0.0,0,1,DCA,40.0,0.25
41,690.0,15.3,0.71,7.5,Iodide_Triiodide,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,12.0,100.0,152.64,TiO2,14.0,0.0,0,1,DCA,40.0,0.25
42,730.0,14.7,0.7,7.5,Iodide_Triiodide,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,12.0,100.0,152.64,TiO2,14.0,0.0,0,1,DCA,40.0,0.25
43,616.0,15.22,0.757,7.09,Iodide_Triiodide,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,12.0,100.0,97.0,TiO2,14.0,4.0,0,1,DCA,40.0,0.16
44,677.0,16.76,0.753,8.54,Iodide_Triiodide,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,12.0,100.0,75.0,TiO2,14.0,4.0,0,1,CCCC[C@@H](COc1ccc(cc1)c1ccc2c(c1)Sc1c(N2c2ccc(cc2)C(=O)O)ccc(c1)c1ccc(cc1)OC[C@H](CCCC)CC)CC,1.0,0.16
45,740.0,16.56,0.73,8.95,Iodide_Triiodide,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,12.0,100.0,57.0,TiO2,14.0,4.0,0,1,CCCC[C@@H](COc1ccc(cc1)c1ccc2c(c1)Sc1c(N2[C@@H]2CC=C(C=C2)c2ccc(cc2)C(=O)O)ccc(c1)c1ccc(cc1)OC[C@H](CCCC)CC)CC,1.0,0.16
46,715.0,16.92,0.734,8.88,Iodide_Triiodide,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,12.0,100.0,152.64,TiO2,14.0,4.0,0,1,C(C)C(COC1=CC=C(C=C1)C=1C=CC=2N(C3=CC=C(C=C3C2C1)C1=CC=C(C=C1)OCC(CCCC)CC)C1=CC=C(C(=O)O)C=C1)CCCC,1.0,0.16
47,702.0,15.38,0.7848,8.47,Iodide_Triiodide,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,12.0,100.0,152.64,TiO2,14.0,4.0,0,1,CC1(C2=CC=CC=C2C=2C=CC(=CC12)N(C1=CC=C(C(=O)O)C=C1)C1=CC=2C(C3=CC=CC=C3C2C=C1)(C)C)C,7.0,0.16
48,663.0,18.01,0.7616,9.09,Iodide_Triiodide,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,12.0,100.0,152.64,TiO2,14.0,4.0,0,1,CC1(C2=CC=CC=C2C=2C=CC(=CC12)N(C1=CC=C(C(=O)O)C=C1)C1=CC=2C(C3=CC=CC=C3C2C=C1)(C)C)C,7.0,0.16
49,690.0,9.79,0.71,4.78,Iodide_Triiodide,CCN(c1ccc2c(c1)oc(=O)c(c2)c1csc(n1)c1ccc(s1)C=C(C(=O)O)C#N)CC,24.0,100.0,152.64,TiO2,18.0,0.0,0,0,None,0.0,0.16
50,500.0,0.96,0.69,0.33,Iodide_Triiodide,CCN(c1ccc2c(c1)oc(=O)c(c2)c1csc(n1)c1ccc(s1)/C=C\1/SC(=S)N(C1=O)CC(=O)O)CC,24.0,100.0,152.64,TiO2,18.0,0.0,0,0,None,0.0,0.16
51,660.0,7.72,0.71,3.62,Iodide_Triiodide,CCN(c1ccc2c(c1)oc(=O)c(c2)c1ccc(cc1)c1ccc(s1)C=C(C(=O)O)C#N)CC,24.0,100.0,152.64,TiO2,18.0,0.0,0,0,None,0.0,0.16
52,554.0,2.98,0.63,1.04,Iodide_Triiodide,OC(=O)c1ccc(cc1)c1ccccc1c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C,12.0,100.0,117.0,TiO2,6.0,4.0,0,0,None,0.0,0.25
53,704.0,4.57,0.724,2.33,Iodide_Triiodide,OC(=O)c1ccc(cc1)c1cccc(c1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C,12.0,100.0,212.0,TiO2,6.0,4.0,0,0,None,0.0,0.25
54,693.0,3.37,0.705,1.64,Iodide_Triiodide,OC(=O)c1ccc(cc1)c1cccc(c1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C,12.0,100.0,212.0,TiO2,6.0,4.0,0,1,CDCA,5.0,0.25
55,687.0,5.63,0.695,2.69,Iodide_Triiodide,OC(=O)c1ccc(cc1)c1ccc(cc1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C,12.0,100.0,202.0,TiO2,6.0,4.0,0,0,None,0.0,0.25
56,711.0,6.21,0.729,3.22,Iodide_Triiodide,OC(=O)c1ccc(cc1)c1ccc(cc1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C,12.0,100.0,202.0,TiO2,6.0,4.0,0,1,CDCA,5.0,0.25
57,581.0,14.66,0.686,5.97,Iodide_Triiodide,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,12.0,100.0,187.0,TiO2,14.0,4.0,0,0,None,0.0,0.16
58,756.0,8.98,0.69,4.66,Iodide_Triiodide,N#C/C(=C\c1ccc(cc1)N(c1ccccc1)CCCCCCN1c2ccccc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)/C(=O)O,15.0,100.0,152.64,TiO2,12.0,0.0,0,0,None,0.0,0.25
59,580.0,12.2,0.68,4.82,Iodide_Triiodide,N#C/C(=C\c1ccc(s1)c1ccc(c2c1nsn2)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,12.0,100.0,230.0,TiO2,5.0,4.0,0,0,None,0.0,0.25
60,580.0,14.3,0.72,5.97,Iodide_Triiodide,N#C/C(=C\c1ccc(s1)c1ccc(c2c1nsn2)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,12.0,100.0,130.0,TiO2,5.0,4.0,0,1,DCA,40.0,0.25
61,550.0,10.8,0.66,3.93,Iodide_Triiodide,N#C/C(=C\c1sc(c2c1OCCO2)c1ccc(c2c1nsn2)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,12.0,100.0,220.0,TiO2,5.0,4.0,0,0,None,0.0,0.25
62,560.0,13.3,0.68,5.03,Iodide_Triiodide,N#C/C(=C\c1sc(c2c1OCCO2)c1ccc(c2c1nsn2)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,12.0,100.0,170.0,TiO2,5.0,4.0,0,1,DCA,40.0,0.25
63,600.0,14.2,0.7,6.07,Iodide_Triiodide,N#C/C(=C\c1sc(c2c1OCCO2)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,12.0,100.0,152.64,TiO2,8.0,0.0,0,1,DCA,10.0,0.25
64,620.0,10.5,0.57,3.73,Iodide_Triiodide,N#C/C(=C\c1ccc(cc1)c1sc(c2c1OCCO2)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,12.0,100.0,152.64,TiO2,8.0,0.0,0,1,DCA,10.0,0.25
65,570.0,13.3,0.56,4.37,Iodide_Triiodide,N#C/C(=C\c1ccc(s1)c1sc(c2c1OCCO2)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,12.0,100.0,152.64,TiO2,8.0,0.0,0,1,DCA,10.0,0.25
66,640.0,16.1,0.7,7.19,Iodide_Triiodide,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,12.0,100.0,152.64,TiO2,8.0,0.0,0,1,DCA,10.0,0.25
67,530.0,18.8,0.65,6.5,Iodide_Triiodide,N#C/C(=C/c1ccc(s1)c1ccc(s1)/C(=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C#N)/C(=O)O,12.0,100.0,152.64,TiO2,6.0,0.0,0,0,None,0.0,0.2354
68,610.0,16.5,0.76,7.6,Iodide_Triiodide,N#C/C(=C/c1ccc(s1)c1ccc(s1)/C(=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C#N)/C(=O)O,12.0,100.0,152.64,TiO2,6.0,0.0,0,0,None,0.0,0.2354
69,520.0,16.71,0.67,5.8,Iodide_Triiodide,N#C/C(=C\c1ccc(s1)/C=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,12.0,100.0,152.64,TiO2,7.0,5.0,0,0,None,0.0,0.25
70,580.0,14.89,0.73,6.3,Iodide_Triiodide,N#C/C(=C\c1ccc(s1)/C=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,12.0,100.0,152.64,TiO2,7.0,5.0,0,0,None,0.0,0.25
71,630.0,13.37,0.77,6.5,Iodide_Triiodide,N#C/C(=C\c1ccc(s1)/C=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,12.0,100.0,152.64,TiO2,7.0,5.0,0,0,None,0.0,0.25
72,510.0,14.32,0.73,5.3,Iodide_Triiodide,N#C/C(=C\c1ccc(s1)/C(=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C#N)/C(=O)O,12.0,100.0,152.64,TiO2,7.0,5.0,0,0,None,0.0,0.25
73,530.0,10.93,0.75,4.3,Iodide_Triiodide,N#C/C(=C\c1ccc(s1)/C(=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C#N)/C(=O)O,12.0,100.0,152.64,TiO2,7.0,5.0,0,0,None,0.0,0.25
74,520.0,17.46,0.69,6.3,Iodide_Triiodide,N#C/C(=C/c1ccc(s1)c1ccc(s1)/C(=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C#N)/C(=O)O,12.0,100.0,152.64,TiO2,7.0,5.0,0,0,None,0.0,0.25
75,580.0,16.9,0.74,7.3,Iodide_Triiodide,N#C/C(=C/c1ccc(s1)c1ccc(s1)/C(=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C#N)/C(=O)O,12.0,100.0,152.64,TiO2,7.0,5.0,0,0,None,0.0,0.25
76,610.0,16.5,0.76,7.6,Iodide_Triiodide,N#C/C(=C/c1ccc(s1)c1ccc(s1)/C(=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C#N)/C(=O)O,12.0,100.0,152.64,TiO2,7.0,5.0,0,1,DCA,30.0,0.25
77,610.0,14.6,0.7,6.2,Iodide_Triiodide,N#C/C(=C\1/C=C(/C=C/c2cc3cc4c5c(c3oc2=O)C(C)(C)CCN5CCC4(C)C)CC(C1)(C)C)/C(=O)O,12.0,100.0,152.64,TiO2,6.0,6.0,0,0,None,0.0,0.25
78,620.0,14.1,0.74,6.5,Iodide_Triiodide,N#C/C(=C\1/C=C(/C=C/c2cc3cc4c5c(c3oc2=O)C(C)(C)CCN5CCC4(C)C)CC(C1)(C)C)/C(=O)O,12.0,100.0,152.64,TiO2,6.0,6.0,0,0,None,0.0,0.25
79,640.0,12.5,0.73,5.9,Iodide_Triiodide,N#C/C(=C\1/C=C(/C=C/c2cc3cc4c5c(c3oc2=O)C(C)(C)CCN5CCC4(C)C)CC(C1)(C)C)/C(=O)O,12.0,100.0,152.64,TiO2,6.0,6.0,0,0,None,0.0,0.25
80,660.0,11.2,0.74,5.5,Iodide_Triiodide,N#C/C(=C\1/C=C(/C=C/c2cc3cc4c5c(c3oc2=O)C(C)(C)CCN5CCC4(C)C)CC(C1)(C)C)/C(=O)O,12.0,100.0,152.64,TiO2,6.0,6.0,0,0,None,0.0,0.25
81,680.0,10.3,0.75,5.3,Iodide_Triiodide,N#C/C(=C\1/C=C(/C=C/c2cc3cc4c5c(c3oc2=O)C(C)(C)CCN5CCC4(C)C)CC(C1)(C)C)/C(=O)O,12.0,100.0,152.64,TiO2,6.0,6.0,0,0,None,0.0,0.25
82,570.0,16.0,0.66,6.0,Iodide_Triiodide,N#C/C(=C\1/C=C(/C=C/c2cc3cc4c5c(c3oc2=O)C(C)(C)CCN5CCC4(C)C)CC(C1)(C)C)/C(=O)O,12.0,100.0,152.64,TiO2,6.0,6.0,0,0,None,0.0,0.25
83,580.0,15.7,0.7,6.4,Iodide_Triiodide,N#C/C(=C\1/C=C(/C=C/c2cc3cc4c5c(c3oc2=O)C(C)(C)CCN5CCC4(C)C)CC(C1)(C)C)/C(=O)O,12.0,100.0,152.64,TiO2,6.0,6.0,0,0,None,0.0,0.25
84,620.0,15.5,0.7,6.7,Iodide_Triiodide,N#C/C(=C\1/C=C(/C=C/c2cc3cc4c5c(c3oc2=O)C(C)(C)CCN5CCC4(C)C)CC(C1)(C)C)/C(=O)O,12.0,100.0,152.64,TiO2,6.0,6.0,0,0,None,0.0,0.25
85,630.0,13.6,0.7,6.0,Iodide_Triiodide,N#C/C(=C\1/C=C(/C=C/c2cc3cc4c5c(c3oc2=O)C(C)(C)CCN5CCC4(C)C)CC(C1)(C)C)/C(=O)O,12.0,100.0,152.64,TiO2,6.0,6.0,0,0,None,0.0,0.25
86,650.0,13.4,0.7,6.1,Iodide_Triiodide,N#C/C(=C\1/C=C(/C=C/c2cc3cc4c5c(c3oc2=O)C(C)(C)CCN5CCC4(C)C)CC(C1)(C)C)/C(=O)O,12.0,100.0,152.64,TiO2,6.0,6.0,0,0,None,0.0,0.25
87,610.0,13.3,0.68,5.5,Iodide_Triiodide,N#C/C(=C/c1ccc(s1)/C=C/c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,12.0,100.0,152.64,TiO2,18.0,7.0,0,0,None,0.0,0.2354
88,620.0,15.0,0.69,6.4,Iodide_Triiodide,N#C/C(=C/c1ccc(s1)/C=C/c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,12.0,100.0,152.64,TiO2,18.0,7.0,0,1,CDCA,10.0,0.2354
