,VOC,JSC,FF,PCE,Electrolyte,Molecule SMILE,Exposure time (h),Solar simulator at 1.5G (mW/cm2),Dye loading (nmol/cm2),Semiconductor Type,Semiconductor Film Thickness (um),Semiconductor Scattering Layer Thickness (um),Used Co-sensitizer,Used Co-adsorbent,Co-adsorbent type,Co-adsorbent Conc. (mM),Active area (cm2)
824,540.0,5.8,0.6,1.89,Iodide_Triiodide,c1ccc(cc1)N(c1ccc2c(c1)[nH]c1c2ccc(c1)c1ccc(s1)c1ccncc1)c1ccccc1,12.0,100.0,152.64,TiO2,9.0,0.0,0,0,None,0.0,0.25
825,522.0,3.35,0.62,1.15,Iodide_Triiodide,CCCCn1c2cc(ccc2c2c1cc(cc2)c1ccncc1)N(c1ccccc1)c1ccccc1,12.0,100.0,152.64,TiO2,9.0,0.0,0,0,None,0.0,0.25
826,524.0,3.16,0.63,1.04,Iodide_Triiodide,c1ccc(cc1)N(c1ccc2c(c1)[nH]c1c2ccc(c1)c1ccncc1)c1ccccc1,12.0,100.0,152.64,TiO2,9.0,0.0,0,0,None,0.0,0.25
827,520.0,3.07,0.61,0.97,Iodide_Triiodide,CCCCn1c2cc(ccc2c2c1cc(cc2)N(c1ccccc1)c1ccccc1)c1ccc(cc1)C(=O)O,12.0,100.0,152.64,TiO2,9.0,0.0,0,0,None,0.0,0.25
828,517.0,1.8,0.6,0.56,Iodide_Triiodide,CCCCn1c2cc(ccc2c2c1cc(cc2)N(c1ccccc1)c1ccccc1)c1ccc(cc1)C(=O)O,12.0,100.0,152.64,TiO2,9.0,0.0,0,0,None,0.0,0.25
829,207.0,3.3,0.269,0.36,Iodide_Triiodide,F[P-](F)(F)(F)(F)F.OP(=O)(c1ccc(s1)C1=c2cc3CCC[N+]4=c3c(c2[Se]c2c1cc1CCCN3c1c2CCC3)CCC4)O,12.0,100.0,152.64,TiO2,5.0,0.0,0,0,None,0.0,0.478
830,503.0,2.96,0.61,0.91,Iodide_Triiodide,OC(=O)c1ccc(cc1)c1ccc2c(c1)[nH]c1c2ccc(c1)N(c1ccccc1)c1ccccc1,12.0,100.0,152.64,TiO2,9.0,0.0,0,0,None,0.0,0.25
831,516.0,1.99,0.59,0.6,Iodide_Triiodide,OC(=O)c1ccc(cc1)c1ccc2c(c1)[nH]c1c2ccc(c1)N(c1ccccc1)c1ccccc1,12.0,100.0,152.64,TiO2,9.0,0.0,0,0,None,0.0,0.25
832,1.42,640.0,0.76,0.69,Iodide_Triiodide,CCCCCCc1ccc(s1)c1ccc(s1)c1ccc2c(c1)N(CC(CCCC)CC)C(=O)/C/2=C\1/C(=O)N(c2c1cccc2c1sc(cc1CCCCCC)c1ccc(s1)P(=O)(O)O)CC(CCCC)CC,24.0,100.0,152.64,TiO2,10.0,5.0,0,1,CDCA,20.0,0.25
833,487.0,9.15,0.68,3.02,Iodide_Triiodide,CCCCCC1=C2C(=C(C(=[N+]2[B-](n2c1c(C)c(c2C)/C=C(\C(=O)O)/C#N)(F)F)C)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C,12.0,100.0,900.0,TiO2,10.5,0.0,0,0,None,0.0,0.25
834,710.0,6.0,0.64,3.1,solid,N#C/C(=C/c1ccc(cc1)/C=C/c1ccc2c(c1)c1ccccc1n2c1ccc(cc1)C)/C(=O)O,12.0,100.0,152.64,TiO2,9.0,0.0,0,0,None,0.0,0.25
835,560.0,7.8,0.54,2.5,solid,N#C/C(=C/c1ccc(cc1)/C=C/c1ccc2c(c1)c1ccccc1n2c1ccc(cc1)C)/C(=O)O,12.0,100.0,152.64,TiO2,9.0,0.0,0,0,None,0.0,0.25
836,320.0,1.19,0.53,0.2,Iodide_Triiodide,CCCCn1c2cc(ccc2c2c1cc(cc2)c1ccc(s1)C1=C2C=CC(=[N+]2[B-](n2c1ccc2c1ccc(s1)c1ccncc1)(F)F)c1ccc(s1)c1ccncc1)N(c1ccccc1)c1ccccc1,12.0,100.0,152.64,TiO2,9.0,0.0,0,1,CDCA,5.0,0.25
837,352.0,0.66,0.53,0.12,Iodide_Triiodide,CCCCn1c2cc(ccc2c2c1cc(cc2)c1ccc(s1)C1=C2C=CC(=[N+]2[B-](n2c1ccc2c1ccc(s1)c1ccncc1)(F)F)c1ccc(s1)c1ccncc1)N(c1ccccc1)c1ccccc1,12.0,100.0,152.64,TiO2,9.0,0.0,0,0,None,0.0,0.25
838,9.89,570.0,0.59,3.3,Iodide_Triiodide,CCCCCCc1ccc(s1)c1ccc(s1)c1ccc2c(c1)N(CC(CCCC)CC)C(=O)/C/2=C\1/C(=O)N(c2c1cccc2c1sc(cc1CCCCCC)c1ccc(s1)P(=O)(O)O)CC(CCCC)CC,24.0,100.0,152.64,TiO2,10.0,5.0,0,1,CDCA,20.0,0.25
839,540.0,6.94,0.62,2.34,Iodide_Triiodide,CCCCSC1=C(SCCCC)SC(=Cc2ccc(s2)c2ccc(s2)/C=C(/C(=O)O)\C#N)S1,12.0,100.0,662.0,TiO2,12.0,6.0,0,0,None,0.0,0.25
840,550.0,6.76,0.57,2.11,Iodide_Triiodide,CCCCSC1=C(SCCCC)SC(=C(C(=C2SC(=C(S2)SCCCC)SCCCC)c2ccc(s2)c2ccc(s2)/C=C(/C(=O)O)\C#N)c2ccc(s2)c2ccc(s2)/C=C(/C(=O)O)\C#N)S1,12.0,100.0,556.0,TiO2,12.0,6.0,0,0,None,0.0,0.25
841,590.0,6.66,0.7,2.75,Iodide_Triiodide,CCCCSC1=C(SCCCC)SC(=C(C(=C2SC(=C(S2)SCCCC)SCCCC)c2ccc(cc2)c2ccc(s2)C=C(C(=O)O)C#N)c2ccc(cc2)c2ccc(s2)C=C(C(=O)O)C#N)S1,12.0,100.0,486.0,TiO2,12.0,6.0,0,0,None,0.0,0.25
842,650.0,11.33,0.71,5.24,Iodide_Triiodide,CCCCSC1=C(SCCCC)SC(=Cc2ccc(cc2)c2ccc(s2)c2ccc(cc2)/C=C(/C(=O)O)\C#N)S1,12.0,100.0,301.0,TiO2,12.0,6.0,0,0,None,0.0,0.25
843,670.0,6.95,0.75,3.48,Iodide_Triiodide,CCCCSC1=C(SCCCC)SC(=C(C(=C2SC(=C(S2)SCCCC)SCCCC)c2ccc(cc2)c2ccc(s2)c2ccc(cc2)/C=C(/C(=O)O)\C#N)c2ccc(cc2)c2ccc(s2)c2ccc(cc2)/C=C(/C(=O)O)\C#N)S1,12.0,100.0,494.0,TiO2,12.0,6.0,0,0,None,0.0,0.25
844,630.0,5.02,0.72,2.28,Iodide_Triiodide,CCCCSC1=C(SCCCC)SC(=C(C(=C2SC(=C(S2)SCCCC)SCCCC)c2ccc3c(c2)C(CC)(CC)c2c3ccc(c2)c2ccc(s2)/C=C(/C(=O)O)\C#N)c2ccc3c(c2)C(CC)(CC)c2c3ccc(c2)c2ccc(s2)/C=C(/C(=O)O)\C#N)S1,12.0,100.0,464.0,TiO2,12.0,6.0,0,0,None,0.0,0.25
845,688.0,14.28,0.69,7.0,Iodide_Triiodide,CCCCCCCCc1cc(sc1c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)c1ccc(c2c1nsn2)c1sc(c(c1)CCCCCCCC)c1ccc(s1)c1ccc(cc1)/C=C(/C(=O)O)\C#N,12.0,100.0,152.64,TiO2,12.0,3.0,0,1,CDCA,2.0,0.16
846,600.0,13.7,0.42,3.4,Iodide_Triiodide,CCCCCCc1cc(sc1c1sc(cc1CCCCCC)c1sc(c(c1)CCCCCC)/C=C(\C(=O)O)/C#N)c1sc(cc1CCCCCC)c1ccc2c(c1)c1ccccc1n2CC,18.0,100.0,152.64,TiO2,9.0,0.0,0,0,None,0.0,0.25
847,700.0,10.3,0.68,4.9,Iodide_Triiodide,CCCCCCn1c2ccc(cc2c2c1ccc(c2)N(c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)OCCCCCC)N(c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)OCCCCCC,12.0,100.0,152.64,TiO2,14.0,0.0,0,1,HC-A,1.0,0.25
848,640.0,9.12,0.68,3.96,Iodide_Triiodide,CCCCCCn1c2ccc(cc2c2c1ccc(c2)N(c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)OCCCCCC)N(c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)OCCCCCC,12.0,100.0,152.64,TiO2,14.0,0.0,0,1,DCA,40.0,0.25
849,620.0,7.92,0.68,3.34,Iodide_Triiodide,CCCCCCn1c2ccc(cc2c2c1ccc(c2)N(c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)OCCCCCC)N(c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)OCCCCCC,12.0,100.0,152.64,TiO2,14.0,0.0,0,0,None,0.0,0.25
850,883.0,16.71,0.722,10.7,Co(II)_Co(III),CCCCCCCCC(Cn1c2cc(C#Cc3ccc(c4c3nsn4)c3ccc(cc3)C(=O)O)c3c4c2c2c1cc(c1ccc5c(c1)c1ccccc1n5CC(CCCCCCCC)CCCCCC)c1c2c(c4ccc3)ccc1)CCCCCC,12.0,100.0,152.64,TiO2,5.0,4.5,0,0,None,0.0,0.25
851,887.0,14.78,0.749,9.8,Co(II)_Co(III),CCCCCCCCC(Cn1c2cc(C#Cc3ccc(c4c3nsn4)c3ccc(cc3)C(=O)O)c3c4c2c2c1cc(c1ccc5c(c1)c1ccccc1C5(CC(CCCCCCCC)CCCCCC)CC(CCCCCCCC)CCCCCC)c1c2c(c4ccc3)ccc1)CCCCCC,12.0,100.0,152.64,TiO2,5.0,4.5,0,0,None,0.0,0.25
852,824.0,12.06,0.76,7.6,Co(II)_Co(III),CCCCCCCCC(Cn1c2ccc3c4c2c2c1cc(C#Cc1ccc(c5c1nsn5)c1ccc(cc1)C(=O)O)c1c2c(c4ccc3)ccc1)CCCCCC,12.0,100.0,152.64,TiO2,5.0,4.5,0,0,None,0.0,0.25
853,910.0,5.29,0.69,3.35,Bromide_Tribromide,N#CC(=Cc1ccc(cc1)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)C(=O)O,8.0,100.0,152.64,TiO2,12.0,0.0,0,0,None,0.0,0.18
854,940.0,5.69,0.7,3.76,Bromide_Tribromide,N#CC(=Cc1ccc(cc1)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)C(=O)O,8.0,100.0,152.64,TiO2,12.0,0.0,0,0,None,0.0,0.18
855,1000.0,4.37,0.68,2.99,Bromide_Tribromide,N#CC(=Cc1ccc(cc1)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)C(=O)O,8.0,100.0,152.64,TiO2,12.0,0.0,0,0,None,0.0,0.18
856,950.0,4.93,0.7,3.3,Bromide_Tribromide,N#CC(=Cc1ccc(cc1)n1c2ccccc2c2c1cccc2)C(=O)O,8.0,100.0,152.64,TiO2,12.0,0.0,0,0,None,0.0,0.18
857,1060.0,3.74,0.67,2.68,Bromide_Tribromide,N#CC(=Cc1ccc(cc1)n1c2ccccc2c2c1cccc2)C(=O)O,8.0,100.0,152.64,TiO2,12.0,0.0,0,0,None,0.0,0.18
858,790.0,3.08,0.65,1.58,Bromide_Tribromide,N#CC(=Cc1ccc(cc1)n1c2ccccc2c2c1cccc2)C(=O)O,8.0,100.0,152.64,TiO2,12.0,0.0,0,0,None,0.0,0.18
859,529.0,2.27,0.59,0.82,Iodide_Triiodide,CCN(c1ccc(cc1)/C=C\1/SC(=S)N(C1=O)CC(=O)O)CC,12.0,85.0,0.98,TiO2,12.0,0.0,0,0,None,0.0,0.25
860,670.0,2.83,0.62,1.38,Iodide_Triiodide,CCN(c1ccc(cc1)C=CC(=O)O)CC,24.0,85.0,168.0,TiO2,12.0,0.0,0,0,None,0.0,1.0
861,529.0,2.27,0.59,0.82,Iodide_Triiodide,CCN(c1ccc(cc1)C=C1SC(=S)N(C1=O)CC(=O)O)CC,24.0,85.0,98.0,TiO2,12.0,0.0,0,0,None,0.0,1.0
862,565.0,6.0,0.648,2.2,Iodide_Triiodide,N#C/C(=C\c1ccc(s1)c1c2cc(ccc2c(c2c1ccc(c2)C(C)(C)C)N(c1cccc2c1cccc2)c1ccccc1)C(C)(C)C)/C(=O)O,12.0,100.0,152.64,TiO2,18.0,0.0,0,0,None,0.0,0.25
863,535.0,8.28,0.657,2.91,Iodide_Triiodide,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1c2cc(ccc2c(c2c1ccc(c2)C(C)(C)C)N(c1cccc2c1cccc2)c1ccccc1)C(C)(C)C)/C(=O)O,12.0,100.0,152.64,TiO2,18.0,0.0,0,0,None,0.0,0.25
864,520.0,9.8,0.633,3.23,Iodide_Triiodide,N#C/C(=C\c1ccc(s1)c1ccc(c2c1nsn2)c1ccc(s1)c1c2cc(ccc2c(c2c1ccc(c2)C(C)(C)C)N(c1cccc2c1cccc2)c1ccccc1)C(C)(C)C)/C(=O)O,12.0,100.0,152.64,TiO2,18.0,0.0,0,0,None,0.0,0.25
865,657.0,10.67,0.68,4.8,Iodide_Triiodide,N#CC(=Cc1ccc(s1)c1ccc(cc1)N1c2ccccc2CCc2c1cccc2)C(=O)O,12.0,100.0,152.64,TiO2,8.0,4.0,0,0,None,0.0,0.158
866,1036.0,15.6,0.774,12.5,Co(II)_Co(III),CCCCCCc1cc(sc1c1cc(c(s1)/C=C(/C(=O)Nc1ccc(cc1)[Si](OC)(OC)OC)\C#N)CCCCCC)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)c1ccc2c(c1)c1ccccc1n2CC,24.0,100.0,152.64,TiO2,11.0,0.0,0,1,isooctyltrimethoxysilane,0.1,0.102
867,1034.0,14.9,0.777,12.0,Co(II)_Co(III),CCCCCCc1cc(sc1c1cc(c(s1)/C=C(/C(=O)Nc1ccc(cc1)[Si](OC)(OC)OC)\C#N)CCCCCC)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)c1ccc2c(c1)c1ccccc1n2CC,24.0,100.0,152.64,TiO2,11.0,0.0,0,1,isooctyltrimethoxysilane,0.1,0.102
868,958.0,15.8,0.748,11.3,Co(II)_Co(III),CCCCCCc1cc(sc1c1cc(c(s1)/C=C(/C(=O)Nc1ccc(cc1)[Si](OC)(OC)OC)\C#N)CCCCCC)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)c1ccc2c(c1)c1ccccc1n2CC,24.0,100.0,152.64,TiO2,11.0,0.0,0,1,isooctyltrimethoxysilane,0.1,0.102
869,811.0,8.8,0.752,5.37,Co(II)_Co(III),CCCCCCc1cc(sc1c1sc(c(c1)CCCCCC)c1sc(c(c1)CCCCCC)/C=C(/C(=O)O)\C#N)c1sc(cc1CCCCCC)c1ccc2c(c1)c1ccccc1n2CC,24.0,100.0,152.64,TiO2,11.0,0.0,0,1,isooctyltrimethoxysilane,0.1,0.102
870,897.0,15.6,0.764,10.7,Co(II)_Co(III),CCCCCCc1cc(sc1c1cc(c(s1)/C=C(/C(=O)Nc1ccc(cc1)[Si](OC)(OC)OC)\C#N)CCCCCC)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)c1ccc2c(c1)c1ccccc1n2CC,24.0,100.0,152.64,TiO2,11.0,0.0,0,1,isooctyltrimethoxysilane,0.1,0.102
871,814.0,15.8,0.753,9.68,Co(II)_Co(III),CCCCCCc1cc(sc1c1sc(c(c1)CCCCCC)c1sc(c(c1)CCCCCC)/C=C(/C(=O)O)\C#N)c1sc(cc1CCCCCC)c1ccc2c(c1)c1ccccc1n2CC,24.0,100.0,152.64,TiO2,11.0,0.0,0,1,isooctyltrimethoxysilane,0.1,0.102
872,821.0,15.1,0.752,9.32,Co(II)_Co(III),CCCCCCc1cc(sc1c1sc(c(c1)CCCCCC)/C=C(/C(=O)Nc1ccc(cc1)C(=O)O)\C#N)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)c1ccc2c(c1)c1ccccc1n2CC,24.0,100.0,152.64,TiO2,11.0,0.0,0,1,isooctyltrimethoxysilane,0.1,0.102
873,848.0,16.1,0.762,10.4,Co(II)_Co(III),CCCCCCc1cc(sc1c1cc(c(s1)/C=C(/C(=O)Nc1ccc(cc1)[Si](OC)(OC)OC)\C#N)CCCCCC)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)c1ccc2c(c1)c1ccccc1n2CC,24.0,100.0,152.64,TiO2,11.0,0.0,0,1,isooctyltrimethoxysilane,0.1,0.102
874,700.0,12.6,0.71,6.18,Iodide_Triiodide,CCCCCCC(Cc1cc(sc1c1cc2c(s1)c1sc(cc1c1c2non1)c1sc(cc1CC(CCCCCC)CCCC)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1)CCCC,12.0,100.0,150.0,TiO2,12.0,6.0,0,0,None,0.0,0.16
875,6.43,660.0,0.61,2.56,Iodide_Triiodide,CCCCCCc1ccc(s1)c1cc(c(s1)c1ccc(s1)c1ccc(s1)c1sc(cc1CCCCCC)c1ccc(s1)P(=O)(O)O)CCCCCC,24.0,100.0,152.64,TiO2,10.0,5.0,0,1,CDCA,20.0,0.25
876,12.8,450.0,0.59,3.39,Iodide_Triiodide,CCCCCCc1ccc(s1)c1ccc(s1)c1ccc2c(c1)N(CC(CCCC)CC)C(=O)/C/2=C\1/C(=O)N(c2c1cccc2c1sc(cc1CCCCCC)c1ccc(s1)P(=O)(O)O)CC(CCCC)CC,24.0,100.0,152.64,TiO2,10.0,5.0,0,1,CDCA,20.0,0.25
877,665.0,11.04,0.72,5.27,Iodide_Triiodide,N#CC(=Cc1ccc(s1)c1ccc(cc1)N1c2ccccc2C=Cc2c1cccc2)C(=O)O,12.0,100.0,152.64,TiO2,8.0,4.0,0,0,None,0.0,0.158
878,665.0,11.3,0.69,5.21,Iodide_Triiodide,N#CC(=Cc1ccc(s1)C=Cc1ccc(cc1)N1c2ccccc2CCc2c1cccc2)C(=O)O,12.0,100.0,152.64,TiO2,8.0,4.0,0,0,None,0.0,0.158
879,649.0,13.14,0.68,5.83,Iodide_Triiodide,N#CC(=Cc1ccc(s1)C=Cc1ccc(cc1)N1c2ccccc2C=Cc2c1cccc2)C(=O)O,12.0,100.0,152.64,TiO2,8.0,4.0,0,0,None,0.0,0.158
880,710.0,11.46,0.68,6.16,Iodide_Triiodide,CCCCn1c2ccc(cc2c2c1ccc(c2)c1ccc2c(c1)c1cc(ccc1n2CCCC)c1sc(c2c1OCCO2)/C=C(/C(=O)O)\C#N)c1ccc2c(c1)c1cc(ccc1n2CCCC)c1ccc2c(c1)c1ccccc1n2CCCC,12.0,100.0,152.64,TiO2,12.0,0.0,0,1,CDCA,0.75,0.237
881,740.0,11.67,0.68,6.33,Iodide_Triiodide,CCCCn1c2ccc(cc2c2c1ccc(c2)c1ccc2c(c1)c1ccccc1n2CCCC)c1ccc2c(c1)c1cc(ccc1n2CCCC)c1sc(c2c1OCCO2)/C=C(/C(=O)O)\C#N,12.0,100.0,152.64,TiO2,12.0,0.0,0,1,CDCA,0.75,0.237
882,720.0,11.47,0.67,5.87,Iodide_Triiodide,CCCCn1c2ccc(cc2c2c1ccc(c2)c1sc(c2c1OCCO2)/C=C(/C(=O)O)\C#N)c1ccc2c(c1)c1ccccc1n2CCCC,12.0,100.0,152.64,TiO2,12.0,0.0,0,1,CDCA,0.75,0.237
883,580.0,2.09,0.62,0.75,Iodide_Triiodide,N#C/C(=C\c1ccc2c(n1)ccc(c2)n1c2ccc(cc2c2c1ccc(c2)OC)OC)/C(=O)O,12.0,100.0,201.0,TiO2,12.0,0.0,0,0,None,0.0,0.25
884,600.0,5.84,0.62,2.17,Iodide_Triiodide,CCCCCCCCCCCCn1c2ccccc2c2c1ccc(c2)c1nc2ccc(cc2nc1c1ccc2c(c1)c1ccccc1n2CCCCCCCCCCCC)c1ccc(s1)C=C(C(=O)O)C#N,12.0,100.0,152.64,TiO2,10.0,0.0,0,0,None,0.0,0.36
885,660.0,8.91,0.55,3.17,Iodide_Triiodide,CCCCCCn1c2ccccc2c2c1ccc(c2)c1nc2ccc(cc2nc1c1ccc2c(c1)c1ccccc1n2CCCCCC)c1ccc(s1)C=C(C(=O)O)C#N,12.0,100.0,152.64,TiO2,10.0,0.0,0,0,None,0.0,0.36
886,680.0,10.41,0.6,4.27,Iodide_Triiodide,CCCCn1c2ccc(cc2c2c1cccc2)c1nc2cc(ccc2nc1c1ccc2c(c1)c1ccccc1n2CCCC)c1ccc(s1)C=C(C(=O)O)C#N,12.0,100.0,152.64,TiO2,10.0,0.0,0,0,None,0.0,0.36
887,620.0,7.31,0.57,2.58,Iodide_Triiodide,N#CC(=Cc1ccc(s1)c1ccc2c(c1)nc(c(n2)c1ccc2c(c1)c1ccccc1n2CC)c1ccc2c(c1)c1ccccc1n2CC)C(=O)O,12.0,100.0,152.64,TiO2,10.0,0.0,0,0,None,0.0,0.36
888,353.0,7.53,0.57,1.52,Iodide_Triiodide,N#C/C(=C\c1ccc(s1)c1cc2CCCN3c2c(c1)CCC3)/C(=O)O,12.0,100.0,152.64,TiO2,10.0,0.0,0,0,None,0.0,0.25
889,314.0,3.47,0.61,0.66,Iodide_Triiodide,OC(=O)CN1C(=S)S/C(=C\c2cc3CCCN4c3c(c2)CCC4)/C1=O,12.0,100.0,152.64,TiO2,10.0,0.0,0,0,None,0.0,0.25
890,844.0,10.18,0.776,6.7,Co(II)_Co(III),CCCCCCCCC(COc1ccc(cc1)c1cc2n(CC(CCCCCCCC)CCCCCC)c3c4c2c2c1cccc2c1c4c(c(c3)C=C(C(=O)O)C#N)ccc1)CCCCCC,12.0,100.0,152.64,TiO2,5.0,4.2,0,0,None,0.0,0.16
891,669.0,13.76,0.691,6.36,Iodide_Triiodide,CCCCCCC1(CCCCCC)c2cc(ccc2c2c1cc(cc2)c1sc2c(c1)n(c1c2sc(c1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)OC)c1sc2c(c1)n(c1c2sc(c1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)OC,16.0,100.0,145.0,TiO2,16.0,0.0,0,0,None,0.0,0.16
892,660.0,6.4,0.71,3.0,Iodide_Triiodide,CCCCCCN1C(=O)/C(=C/2\c3ccc(cc3N(C2=O)CCCCCC)Br)/c2c1cc(cc2)c1ccc(s1)/C=C(/C(=O)O)\C#N,12.0,100.0,152.64,TiO2,10.0,4.0,0,0,None,0.0,0.25
893,630.0,6.24,0.65,2.57,Iodide_Triiodide,CCCCCCN1C(=O)/C(=C/2\c3ccc(cc3N(C2=O)CCCCCC)c2ccc(s2)/C=C(/C(=O)O)\C#N)/c2c1cc(cc2)c1ccc(s1)/C=C(/C(=O)O)\C#N,12.0,100.0,152.64,TiO2,10.0,4.0,0,0,None,0.0,0.25
894,120.0,0.12,0.42,0.0058,Iodide_Triiodide,CN(c1ccc(cc1)C(=C(C#N)C#N)C=C(C#N)C#N)C,12.0,100.0,152.64,TiO2,15.0,10.0,0,1,DCA,20.0,0.25
895,660.0,8.4,0.57,3.18,Iodide_Triiodide,CCCCCCCCn1c2ccccc2c2c1ccc1c2c2c3cc(ccc3n(c2cc1)CCCCCCCC)/C=C(/C(=O)O)\C#N,12.0,100.0,152.64,TiO2,6.0,0.0,0,0,None,0.0,1.0
896,660.0,10.52,0.69,4.78,Iodide_Triiodide,N#C/C(=C\c1sc2c(c1)C(c1c2sc(c1)c1ccc(s1)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)(C)C)/C(=O)O,12.0,100.0,9.5,TiO2,12.0,0.0,0,1,CDCA,15.0,0.16
897,620.0,9.74,0.71,4.33,Iodide_Triiodide,N#C/C(=C\c1sc2c(c1)C(c1c2sc(c1)c1ccc(s1)c1ccc(s1)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)(C)C)/C(=O)O,12.0,100.0,9.4,TiO2,12.0,0.0,0,1,CDCA,15.0,0.16
898,660.0,7.21,0.71,3.38,Iodide_Triiodide,CCCCCCCCc1cc(sc1c1sc2c(c1)C(c1c2sc(c1)/C=C(/C(=O)O)\C#N)(C)C)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C,12.0,100.0,4.0,TiO2,12.0,0.0,0,1,CDCA,15.0,0.16
899,696.0,6.3,0.7,3.2,Iodide_Triiodide,CCCCCCn1c2ccc(cc2c2c1cccc2)c1c(/C=C(/C(=O)O)\C#N)sc(c1c1ccc2c(c1)c1ccccc1n2CCCCCC)/C=C(/C(=O)O)\C#N,18.0,100.0,152.64,TiO2,12.0,0.0,0,0,None,0.0,0.25
900,643.0,5.5,0.67,2.6,Co(II)_Co(III),CCCCCCn1c2ccc(cc2c2c1cccc2)c1c(/C=C(/C(=O)O)\C#N)sc(c1c1ccc2c(c1)c1ccccc1n2CCCCCC)/C=C(/C(=O)O)\C#N,18.0,100.0,152.64,TiO2,12.0,0.0,0,0,None,0.0,0.25
901,335.0,1.08,0.53,0.19,Iodide_Triiodide,CCCCn1c2cc(ccc2c2c1cc(cc2)c1ccc(s1)c1ccc2n1[B-](F)(F)[N+]1=C(C=CC1=C2c1ccc(s1)/C=C(/c1ccncc1)\C#N)c1ccc(s1)c1ccc2c(c1)n(CCCC)c1c2ccc(c1)N(c1ccccc1)c1ccccc1)N(c1ccccc1)c1ccccc1,12.0,100.0,152.64,TiO2,9.0,0.0,0,0,None,0.0,0.25
902,530.0,0.81,0.65,0.28,Iodide_Triiodide,CCCCN(c1ccc(cc1)[C+]1C([O-])[C+](C1[O-])c1ccc(cc1)N(CCOC(=O)CCc1cc(=C(C#N)C#N)ccc1=C(C#N)C#N)C)CCCC,12.0,100.0,152.64,TiO2,12.0,0.0,0,1,CDCA,6.0,0.25
903,570.0,7.6,0.63,2.7,Iodide_Triiodide,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccc2c(c1)OCCO2)c1ccc2c(c1)OCCO2)/C(=O)O,12.0,100.0,152.64,TiO2,12.0,0.0,0,1,CDCA,5.0,0.25
904,580.0,8.1,0.68,3.2,Iodide_Triiodide,N#C/C(=C\c1cc2c(s1)cc(s2)c1ccc(s1)c1ccc(cc1)N(c1ccc2c(c1)OCCO2)c1ccc2c(c1)OCCO2)/C(=O)O,12.0,100.0,152.64,TiO2,12.0,0.0,0,1,CDCA,5.0,0.25
905,660.0,9.4,0.65,4.0,Iodide_Triiodide,N#C/C(=C\c1ccc(cc1)c1ccc(s1)c1ccc(cc1)N(c1ccc2c(c1)OCCO2)c1ccc2c(c1)OCCO2)/C(=O)O,12.0,100.0,152.64,TiO2,12.0,0.0,0,1,CDCA,5.0,0.25
906,756.0,9.54,0.62,4.45,Iodide_Triiodide,N#C/C(=C\c1sc(c2c1OCC(CO2)(C)C)c1sc(c2c1OCC(CO2)(C)C)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,12.0,100.0,71.0,TiO2,4.6,0.0,0,0,None,0.0,0.13
907,649.0,5.6,0.674,2.45,Iodide_Triiodide,N#CC(=Cc1ccc(cc1)C#Cc1ccc2c(c1)n(c1ccc(cc1)C(F)(F)F)c1c2ccc(c1)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)C(=O)O,48.0,100.0,152.64,TiO2,13.0,5.0,0,0,None,0.0,0.25
